ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SLE,37944,38366,38787,39209,39631,40052,40474,40895,41317,41739,42160,44503,46845,49187,51529,53871,56214,58556,60898,63240,65583,69226,72870,76513,80157,83800,87444,91087,94730,98374,102017,107685,113353,119020,124688,130356,136023,141691,147359,153026,158694,167510,176326,185143,193959,202775,211592,220408,229224,238041,246857,260571,274286,288000,301714,315428,329143,342857,356571,370286,384000,403200,422400,441600,460800,480000,499200,518400,537600,556800,576000,604800,633600,662400,691200,720000,748800,777600,806400,835200,864000,907200,950400,993600,1036800,1080000,1123200,1166400,1209600,1252800,1296000,1360800,1425600,1490400,1555200,1620000,1684799,1749599,1814399,1879199,1943999,1974957,2005916,2036874,2067832,2098790,2129749,2142151,2154553,2166956,2179358,2191760,2224446,2257997,2292268,2327276,2363039,2399575,2436902,2475087,2514151,2558395,2605837,2656380,2709797,2765914,2824827,2886607,2951001,3017670,3086406,3155368,3224346,3296530,3376371,3466044,3569102,3681945,3791078,3878211,3931208,3945899,3929182,3893891,3858559,3837807,3833053,3843472,3878475,3948800,4060709,4220198,4422154,4647701,4870467,5071271,5243214,5391108,5521838,5647194,5775902,5908908,6043157,6178859,6315627,
SLV,366000,372300,378600,384900,391200,397500,403800,410100,416400,422700,429000,435300,441600,447900,454200,460500,466800,473100,479400,485700,492000,501723,511447,521170,530893,540617,550340,560064,569787,579510,589234,598957,608680,618404,628127,637850,647573,657297,667020,676743,686467,696190,705913,715637,725360,735083,744807,754530,764253,773977,783700,805545,827390,849236,871081,892926,914771,936616,958462,980307,1002152,1042690,1083229,1123768,1164306,1204844,1245383,1285922,1326460,1366998,1407537,1411056,1414575,1418094,1421613,1425132,1428652,1432171,1435690,1439209,1442728,1477336,1511943,1546550,1581158,1615766,1650373,1684980,1719588,1754196,1788803,1829912,1871022,1912131,1953241,1994350,1990403,1986457,1982510,1978563,1974617,2025469,2079531,2136806,2197297,2261005,2327935,2398088,2471468,2548077,2627919,2712668,2797004,2886994,2976349,3072018,3184353,3290953,3407400,3531444,3668592,3765252,3862132,3958616,4053958,4147525,4239205,4328817,4415625,4498757,4577683,4652058,4722272,4789472,4855280,4920932,4986528,5051885,5117577,5184221,5252082,5321576,5392142,5461834,5528012,5588743,5643363,5692300,5736075,5775660,5811836,5844738,5874301,5900929,5925089,5947206,5967556,5986414,6004199,6021368,6038306,6055208,6072233,6089644,6107706,
SOM,1148710,1153496,1158283,1163070,1167856,1172642,1177429,1182216,1187002,1191788,1196575,1202873,1209170,1215468,1221765,1228063,1234361,1240658,1246956,1253253,1259551,1266180,1272809,1279439,1286068,1292697,1299326,1305955,1312585,1319214,1325843,1332821,1339799,1346777,1353755,1360734,1367712,1374690,1381668,1388646,1395624,1402969,1410314,1417660,1425005,1432350,1439695,1447040,1454386,1461731,1469076,1476808,1484541,1492273,1500006,1507738,1515470,1523203,1530935,1538668,1546400,1561863,1577327,1592790,1608253,1623716,1639180,1654643,1670106,1685570,1701033,1718044,1735054,1752064,1769075,1786086,1803096,1820106,1837117,1854128,1871138,1889850,1908561,1927273,1945985,1964696,1983408,2002120,2020832,2039543,2058255,2078838,2099420,2120003,2140586,2161168,2181751,2202334,2222917,2243499,2264082,2319568,2375054,2430540,2486026,2541512,2584486,2627459,2670433,2713406,2756380,2814683,2874944,2937360,3002173,3069558,3144244,3227245,3311111,3385414,3445420,3477568,3490295,3526527,3644572,3880955,4259636,4754149,5289049,5758961,6089707,6251730,6271538,6199671,6113252,6068425,6082723,6138907,6217331,6285456,6321615,6319531,6294017,6269244,6278911,6346440,6480888,6672781,6904231,7148406,7385416,7610053,7827203,8039104,8251054,8466938,8686939,8909015,9132589,9356827,9581714,9806670,10033630,10268157,10517569,10787104
SRB,2418394,2467246,2516099,2564952,2613805,2662658,2711511,2760364,2809217,2858069,2906922,2955775,3004627,3053479,3102331,3151184,3200036,3248888,3297740,3346593,3395445,3444298,3493150,3542003,3590856,3639708,3688561,3737414,3786266,3835119,3883972,3932824,3981677,4030529,4079382,4128234,4177087,4225940,4274792,4323645,4372497,4421349,4470201,4519053,4567905,4616757,4665609,4714461,4763313,4812165,4861017,4909870,4958723,5007576,5056429,5105282,5154135,5202988,5251841,5300694,5349548,5398400,5447253,5496106,5544959,5593811,5642664,5691517,5740370,5789222,5838075,5886927,5935778,5984630,6033481,6082333,6131184,6180036,6228888,6277739,6326591,6375443,6424296,6473149,6522002,6570855,6619707,6668560,6717413,6766266,6815118,6863971,6912824,6961677,7010529,7059382,7108235,7157088,7205941,7254793,7303646,7355260,7406874,7458488,7510102,7561716,7613330,7664944,7716559,7768173,7819787,7871402,7923018,7974633,8026249,8077865,8129480,8181096,8232711,8284327,8335943,8414830,8493718,8572605,8651493,8730380,8809268,8888155,8967043,9045930,9124818,9188330,9251842,9315354,9378865,9442377,9505889,9569401,9632913,9696425,9759937,9493636,9536063,9579328,9619711,9657264,9681185,9684538,9533745,9302401,9216346,9204587,9202341,9184057,9167779,9146549,9131105,9114983,9097605,9082281,9067116,9025056,9004277,8981150,8939908,
STP,25084,25340,25596,25853,26109,26366,26622,26878,27135,27391,27647,27932,28216,28500,28785,29069,29353,29637,29922,30206,30490,30806,31121,31436,31751,32067,32382,32697,33013,33328,33643,33993,34343,34692,35042,35392,35741,36091,36441,36791,37140,37528,37916,38304,38692,39080,39468,39856,40244,40632,41020,41450,41881,42311,42741,43172,43602,44033,44463,44894,45324,45802,46279,46757,47234,47712,48190,48667,49145,49622,50100,50630,51160,51690,52220,52750,53280,53810,54340,54870,55400,55909,56418,56927,57436,57945,58454,58963,59472,59981,60490,60640,60790,60939,61089,61239,61388,61538,61688,61838,61988,62137,62287,62437,62586,62736,62886,63036,63185,63335,63485,64500,65514,66529,67543,68558,69697,70835,71974,73112,74251,75989,77536,79026,80670,82607,84889,87436,90095,92652,94953,96947,98692,100285,101871,103557,105364,107264,109268,111373,113575,115900,118346,120849,123318,125694,127946,130110,132284,134602,137164,140003,143085,146357,149732,153146,156584,160064,163595,167196,170880,174646,178484,182386,186342,
SUR,59582,60008,60434,60859,61285,61710,62136,62562,62987,63413,63838,64548,65257,65966,66676,67385,68094,68803,69513,70222,70931,71720,72508,73296,74084,74872,75660,76448,77236,78025,78813,79688,80564,81440,82315,83191,84067,84943,85818,86694,87570,88543,89516,90489,91462,92435,93408,94381,95354,96327,97300,98381,99462,100543,101624,102705,103786,104867,105948,107029,108110,110273,112435,114597,116759,118922,121084,123246,125408,127570,129733,132327,134922,137517,140111,142706,145300,147895,150490,153084,155679,158144,160609,163075,165540,168005,170470,172935,175401,177866,180331,183798,187265,190731,194198,197665,201132,204599,208065,211532,214999,222499,229999,237499,245000,252500,260000,267500,275000,282500,290000,298230,306459,314689,322919,331148,339172,347196,355220,363244,371268,372619,371318,368342,365104,362651,361368,361053,361463,362137,362777,363309,363993,365242,367611,371469,376973,383916,391851,400133,408276,416068,423572,430901,438280,445830,453653,461569,469108,475637,480751,484210,486271,487641,489312,491999,495953,500953,506657,512522,518141,523439,528535,533450,538248,
SVK,2242982,2256576,2270170,2283763,2297357,2310951,2324545,2338139,2351732,2365326,2378920,2388436,2397951,2407467,2416982,2426498,2436014,2445529,2455045,2464560,2474076,2483972,2493869,2503765,2513661,2523558,2533454,2543350,2553246,2563143,2573039,2583331,2593624,2603916,2614208,2624500,2634793,2645085,2655377,2665670,2675962,2686666,2697369,2708073,2718777,2729480,2740184,2750888,2761592,2772295,2782999,2793047,2803094,2813142,2823190,2833238,2843285,2853333,2863381,2873428,2883476,2893523,2903571,2913618,2923666,2933713,2943760,2953808,2963855,2973903,2983950,3017955,3051960,3085965,3119970,3153975,3187980,3221985,3255990,3289995,3324000,3329900,3335801,3341701,3347601,3353502,3359402,3365302,3371202,3377103,3383003,3391047,3399091,3407135,3415179,3423223,3431267,3439311,3447355,3455399,3463443,3531588,3599734,3667880,3736025,3804170,3872316,3940462,4008607,4076752,4144898,4181345,4217791,4254238,4290685,4327132,4363578,4400025,4436472,4472918,4509365,4554589,4599814,4645038,4690263,4735487,4780711,4825936,4871160,4916385,4961609,4992455,5023301,5054148,5084994,5115840,5148214,5180588,5212961,5245335,5277709,5298080,5317480,5335292,5350643,5362950,5372115,5378490,5382521,5384857,5386065,5386224,5385480,5384533,5384237,5385192,5387734,5391728,5396710,5401951,5406896,5411377,5415496,5419288,5422861,
SVN,487302,490255,493208,496162,499115,502068,505022,507975,510928,513882,516835,522423,528010,533597,539185,544772,550360,555947,561534,567122,572709,578901,585092,591284,597475,603666,609858,616049,622241,628432,634624,641485,648345,655206,662067,668928,675789,682649,689510,696371,703232,710834,718437,726039,733642,741244,748847,756449,764052,771654,779256,787681,796105,804530,812954,821379,829803,838228,846652,855076,863501,875837,888172,900508,912844,925179,937515,949851,962186,974522,986858,1000956,1015054,1029152,1043250,1057348,1071446,1085544,1099642,1113740,1127838,1143950,1160062,1176174,1192286,1208398,1224509,1240621,1256733,1272845,1288957,1307371,1325784,1344198,1362612,1381026,1399439,1417853,1436267,1454680,1473094,1483786,1494477,1505169,1515860,1526552,1537244,1547935,1558627,1569318,1580010,1588982,1597954,1606926,1615898,1624870,1633843,1642815,1651787,1660759,1669731,1685946,1702161,1718376,1734591,1750806,1767020,1783235,1799450,1815665,1831880,1841362,1850844,1860326,1869808,1879290,1904736,1930182,1955628,1981074,2006520,2007918,2005535,2000783,1995615,1991487,1989042,1988077,1988166,1988527,1988652,1988287,1987855,1988304,1990924,1996522,2005566,2017452,2030599,2042804,2052480,2059023,2062881,2064819,2066068,
SWE,3461854,3498025,3534196,3570367,3606538,3642708,3678879,3715050,3751221,3787392,3823563,3857571,3891578,3925586,3959593,3993601,4027609,4061616,4095624,4129631,4163639,4204503,4245368,4286232,4327097,4367961,4408825,4449690,4490554,4531419,4572283,4593024,4613764,4634504,4655245,4675986,4696726,4717466,4738207,4758948,4779688,4813407,4847126,4880846,4914565,4948284,4982003,5015722,5049442,5083161,5116880,5155130,5193380,5231631,5269881,5308131,5346381,5384631,5422882,5461132,5499382,5527360,5555339,5583317,5611296,5639274,5667252,5695231,5723209,5751188,5779166,5814362,5849558,5884754,5919950,5955146,5990343,6025539,6060735,6095931,6131127,6153649,6176171,6198693,6221215,6243738,6266260,6288782,6311304,6333826,6356348,6422114,6487880,6553646,6619412,6685178,6752032,6818887,6885742,6952597,7019452,7078323,7130206,7177031,7219092,7268028,7320232,7369521,7414898,7452032,7486204,7525838,7567460,7610234,7667304,7739859,7813861,7874041,7918362,7974206,8049049,8090044,8121560,8146472,8169141,8192693,8218630,8245975,8272499,8294832,8310915,8319810,8323466,8326196,8333904,8350814,8377863,8413658,8457108,8506236,8559107,8616535,8677787,8737500,8788696,8826720,8849420,8859106,8861204,8863595,8872284,8888675,8911899,8942926,8982282,9030163,9087251,9153316,9226333,9303432,9382297,9462352,9543457,9624247,9703247,
SWZ,77194,77859,78523,79188,79853,80517,81182,81846,82511,83175,83840,84562,85285,86007,86729,87452,88174,88896,89619,90341,91063,91849,92634,93419,94204,94989,95774,96559,97345,98130,98915,99768,100622,101475,102329,103182,104036,104889,105743,106596,107450,108378,109305,110233,111161,112089,113017,113944,114872,115800,116728,117737,118745,119754,120762,121771,122780,123788,124797,125806,126814,127911,129008,130104,131201,132297,133394,134491,135587,136684,137780,138973,140165,141357,142549,143742,144934,146126,147318,148511,149703,150999,152296,153592,154888,156185,157481,158778,160074,161370,162667,173700,184733,195767,206800,217833,228867,239900,250933,261967,273000,280613,288226,295840,303453,311066,318679,326292,333906,341519,349132,358792,368453,378113,387773,397434,407116,416798,426480,436162,445844,458717,472337,486656,501596,517100,533264,550135,567560,585335,603373,621314,639333,658496,680253,705492,734790,767417,801350,833787,862728,887248,907947,926224,944223,963428,984506,1006760,1028694,1048151,1063715,1074765,1082195,1087949,1094775,1104642,1118204,1134853,1153750,1173529,1193148,1212458,1231694,1250641,1269112,
SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40321,41617,42468,43797,45250,46247,47225,48282,49480,50817,52364,53706,55128,56605,58102,59589,61058,62500,63880,65153,66292,67298,68176,68906,69463,69841,70011,70010,69990,70150,70627,71496,72706,74111,75493,76703,77678,78474,79213,80066,81154,82519,84096,85765,87356,88747,89896,90841,91634,92360,93081,93810,94524,95215,95868,
SYR,1484670,1489459,1494248,1499038,1503827,1508616,1513405,1518194,1522984,1527773,1532562,1537506,1542450,1547394,1552338,1557282,1562225,1567169,1572113,1577057,1582001,1602401,1622801,1643201,1663601,1684000,1704400,1724800,1745200,1765600,1786000,1806400,1826800,1847201,1867601,1888001,1908401,1928801,1949202,1969602,1990002,1986433,1982864,1979296,1975727,1972158,1968589,1965020,1961452,1957883,1954314,1950745,1947176,1943607,1940038,1936470,1932901,1929332,1925763,1922194,1918625,1915056,1911487,1907918,1904349,1900780,1897211,1893642,1890073,1886504,1882935,1879366,1875797,1872228,1868659,1865090,1861522,1857953,1854384,1850815,1847246,1952666,2058086,2163507,2268927,2374347,2479767,2585187,2690608,2796028,2901448,2964913,3028378,3091844,3155309,3218774,3282239,3345704,3409170,3472635,3536100,3644566,3753032,3861498,3969964,4078430,4186747,4295063,4403380,4511696,4620013,4771476,4927905,5089462,5256317,5428641,5606615,5790423,5980258,6176316,6378802,6599366,6828765,7066474,7311685,7564000,7822610,8088148,8363346,8651904,8956156,9277263,9613517,9960833,10313485,10667245,11020718,11374772,11730217,12088714,12451539,12817578,13186187,13559642,13941025,14331962,14736209,15151962,15568797,15972430,16354050,16694414,16997521,17304339,17671913,18132842,18728200,19425597,20097057,20566871,20720602,20501167,19978756,19322593,18772481,
TCD,1349898,1352512,1355127,1357742,1360356,1362970,1365585,1368200,1370814,1373428,1376043,1379011,1381979,1384947,1387915,1390882,1393850,1396818,1399786,1402754,1405722,1409141,1412561,1415980,1419400,1422819,1426238,1429658,1433077,1436497,1439916,1443933,1447951,1451968,1455986,1460003,1464020,1468038,1472055,1476073,1480090,1484930,1489771,1494612,1499452,1504292,1509133,1513974,1518814,1523654,1528495,1534533,1540571,1546609,1552647,1558684,1564722,1570760,1576798,1582836,1588874,1596798,1604721,1612645,1620569,1628492,1636416,1644340,1652264,1660187,1668111,1679389,1690668,1701946,1713224,1724502,1735781,1747059,1758337,1769616,1780894,1799589,1818284,1836979,1855674,1874368,1893063,1911758,1930453,1949148,1967843,2014002,2060161,2106320,2152479,2198638,2244796,2290955,2337114,2383273,2429432,2483171,2536911,2590650,2644390,2698129,2753524,2808919,2864315,2919710,2975105,3026962,3080831,3136788,3199100,3270647,3343839,3418424,3493326,3568729,3644911,3727382,3816299,3908729,4000511,4088858,4173070,4254770,4336389,4421448,4512795,4610964,4716073,4830055,4955088,5092650,5244158,5409275,5585528,5769273,5958022,6151213,6350174,6556628,6773104,7001634,7242018,7494143,7760157,8042713,8343321,8663599,9002102,9353516,9710498,10067932,10423616,10779504,11139740,11510535,11896380,12298512,12715465,13145788,13587053,
TGO,574510,574993,575476,575959,576442,576924,577407,577890,578373,578856,579338,580521,581703,582885,584068,585250,586432,587615,588797,589979,591162,592368,593574,594781,595987,597194,598400,599607,600813,602020,603226,604457,605688,606919,608150,609381,610613,611844,613075,614306,615537,616793,618049,619305,620562,621818,623074,624330,625586,626842,628099,629380,630662,631944,633226,634508,635790,637072,638353,639635,640917,653735,666554,679372,692191,705009,717827,730646,743464,756283,769101,784483,799865,815247,830629,846011,861393,876775,892157,907539,922921,941379,959838,978296,996754,1015213,1033671,1052130,1070588,1089047,1107505,1129655,1151805,1173955,1196105,1218256,1240406,1262556,1284706,1306856,1329006,1352745,1376483,1400222,1423961,1447700,1471783,1495867,1519951,1544035,1568119,1606209,1645882,1687211,1730096,1774781,1821166,1869324,1919331,1971465,2115521,2185661,2247575,2303345,2356623,2410446,2464457,2518566,2576468,2642845,2720838,2812071,2915148,3026378,3140355,3252995,3363448,3472459,3579489,3684309,3786942,3886858,3984356,4081398,4180689,4284286,4392941,4506465,4624826,4747665,4874735,5006223,5142419,5283246,5428552,5578219,5732175,5890414,6052937,6219761,6390851,6566179,6745581,6928719,7115163,
THA,4002598,4062636,4122675,4182713,4242752,4302790,4362828,4422867,4482905,4542944,4602982,4663022,4723062,4783102,4843142,4903182,4963221,5023261,5083301,5143341,5203381,5263419,5323456,5383494,5443532,5503570,5563607,5623645,5683683,5743720,5803758,5863798,5923837,5983877,6043916,6103956,6163996,6224035,6284075,6344114,6404154,6464194,6524233,6584273,6644312,6704352,6764392,6824431,6884471,6944510,7004550,7135134,7265718,7396302,7526886,7657470,7788054,7918638,8049222,8179806,8310390,8460186,8609982,8759778,8909574,9059370,9209166,9358962,9508758,9658554,9808350,10067521,10326692,10585863,10845034,11104205,11363376,11622547,11881718,12140889,12400060,12712360,13024660,13336960,13649260,13961560,14273860,14586160,14898460,15210760,15523060,16032823,16542587,17052350,17562114,18071877,18443570,18815263,19186956,19558649,19930342,20538651,21171188,21842196,22559011,23321098,24109851,24902867,25701931,26519166,27359980,28218532,29100905,30006216,30933888,31883946,32852354,33835322,34833935,35849781,36884914,37964925,39061999,40164969,41259539,42334954,43386846,44416007,45423442,46412310,47385325,48336894,49265597,50183106,51105438,52041468,53002775,53979503,54933561,55812794,56582824,57225972,57761574,58237672,58722767,59266089,59878955,60544937,61250974,61973957,62693322,63415174,64136669,64817254,65404522,65863973,66174486,66353572,66453255,66548197,66692024,66902958,67164130,67451422,67725979,
TJK,891880,896835,901790,906745,911699,916654,921609,926563,931518,936473,941428,946658,951888,957118,962349,967579,972809,978039,983270,988500,993730,999251,1004771,1010292,1015813,1021334,1026854,1032375,1037896,1043416,1048937,1054765,1060592,1066420,1072248,1078076,1083903,1089731,1095559,1101386,1107214,1113365,1119516,1125667,1131818,1137968,1144119,1150270,1156421,1162572,1168723,1175216,1181709,1188202,1194695,1201188,1207682,1214175,1220668,1227161,1233654,1240508,1247361,1254215,1261068,1267922,1274776,1281629,1288483,1295336,1302190,1309424,1316659,1323894,1331128,1338362,1345597,1352832,1360066,1367300,1374535,1382171,1389808,1397444,1405080,1412716,1420353,1427989,1435625,1443262,1450898,1458958,1467018,1475079,1483139,1491199,1499259,1507319,1515380,1523440,1531500,1586600,1641700,1696799,1751899,1806999,1862099,1917199,1972298,2027398,2082498,2168398,2254299,2340199,2426099,2512000,2597900,2683800,2769700,2855601,2941501,3042619,3143738,3244856,3345974,3447092,3548211,3649329,3750447,3851566,3952684,4087731,4222778,4357825,4492872,4627918,4761792,4895666,5029539,5163412,5297286,5417554,5523207,5616797,5702611,5784330,5862224,5936780,6012308,6094126,6186152,6290413,6406518,6532871,6666628,6805655,6949566,7099021,7254072,7414960,7581696,7753925,7930929,8111894,8295840,
TKM,705233,709151,713069,716988,720906,724824,728742,732660,736578,740496,744414,748550,752685,756821,760956,765092,769227,773363,777498,781634,785769,790135,794500,798866,803231,807596,811962,816327,820693,825058,829423,834031,838639,843247,847855,852463,857071,861679,866287,870895,875503,880367,885231,890095,894959,899823,904687,909550,914414,919278,924142,929276,934410,939544,944678,949813,954947,960081,965215,970349,975483,980903,986322,991742,997161,1002581,1008000,1013420,1018839,1024259,1029678,1035398,1041118,1046839,1052559,1058279,1063999,1069719,1075440,1081160,1086880,1092918,1098957,1104995,1111034,1117072,1123110,1129149,1135187,1141226,1147264,1153638,1160011,1166385,1172759,1179132,1185506,1191880,1198254,1204627,1211001,1249251,1287501,1325751,1364001,1402252,1440502,1478752,1517002,1555252,1593502,1653002,1712501,1772001,1831501,1891000,1950500,2010000,2069500,2128999,2188499,2255749,2322998,2390248,2457498,2524748,2591997,2659247,2726497,2793746,2860996,2941697,3022398,3103098,3183799,3264500,3345200,3425900,3506600,3587300,3668000,3772350,3881973,3991917,4095512,4188010,4267690,4335991,4395293,4449427,4501419,4551762,4600172,4648036,4696876,4747839,4801594,4858235,4917541,4978960,5041995,5106672,5172941,5240088,5307188,
TLS,273743,276123,278503,280884,283264,285645,288025,290405,292786,295166,297546,298840,300134,301428,302721,304015,305309,306602,307896,309190,310483,311833,313183,314533,315883,317233,318583,319933,321283,322633,323983,325391,326800,328208,329617,331026,332434,333843,335251,336660,338069,339538,341008,342478,343948,345418,346888,348358,349828,351298,352768,354301,355835,357369,358903,360436,361970,363504,365038,366571,368105,369639,371173,372706,374240,375774,377308,378841,380375,381909,383443,385040,386638,388236,389833,391431,393029,394626,396224,397822,399420,401084,402748,404412,406077,407741,409405,411069,412734,414398,416062,417796,419529,421263,422996,424730,426464,428197,429931,431664,433398,440108,446818,453529,460239,466949,473464,479979,486495,493010,499525,508311,517446,526936,536798,547035,557252,567330,577824,589519,602737,618508,636100,652017,661528,661634,650490,630151,606295,586886,577580,580556,593937,614379,636670,657018,674128,689170,703696,720198,740231,764884,792846,820471,842752,856439,859496,853867,845106,841063,847185,865848,894837,929431,962634,979201,996052,1013194,1030630,1048367,1066409,1120392,1148958,1180069,1212107,1245015
TON,28620,28779,28938,29097,29256,29415,29574,29733,29892,30051,30210,30314,30418,30523,30627,30731,30835,30939,31044,31148,31252,31360,31467,31575,31683,31791,31898,32006,32114,32222,32330,32441,32552,32664,32775,32887,32998,33110,33221,33333,33444,33560,33675,33790,33906,34021,34136,34252,34367,34482,34598,34717,34836,34956,35075,35194,35313,35433,35552,35671,35791,35882,35974,36066,36158,36249,36341,36433,36525,36617,36708,36802,36897,36991,37085,37179,37273,37367,37461,37555,37650,37746,37843,37939,38036,38132,38229,38325,38422,38518,38615,38714,38813,38912,39011,39110,39209,39308,39407,39506,39605,41378,43151,44924,46697,48470,51096,53722,56348,58974,61600,63740,66255,69000,71757,74363,76787,79048,81096,82879,84370,85520,86349,86985,87609,88347,89258,90296,91360,92299,93007,93452,93683,93775,93838,93953,94147,94399,94680,94943,95152,95304,95421,95532,95678,95889,96174,96526,96937,97398,97898,98434,99005,99606,100226,100858,101507,102169,102816,103416,103947,104392,104769,105139,105586,106170
TTO,80000,82200,84400,86600,88800,91000,93200,95400,97600,99800,102000,104200,106400,108600,110800,113000,115200,117400,119600,121800,124000,128752,133504,138256,143008,147760,152512,157264,162016,166768,171520,175808,180096,184384,188672,192960,197248,201536,205824,210112,214400,219760,225120,230480,235840,241200,246560,251920,257280,262640,268000,274300,280600,286900,293200,299500,305800,312100,318400,324700,331000,336800,342600,348400,354200,360000,365800,371600,377400,383200,389000,390600,392200,393800,395400,397000,398600,400200,401800,403400,405000,412100,419200,426300,433400,440500,447600,454700,461800,468900,476000,492000,508000,524000,540000,556000,570008,584016,598025,612033,626041,642584,656601,671905,690924,714004,735500,757688,781165,809347,833219,853266,879130,895853,915176,930399,943554,951102,954006,953848,945996,956364,968742,982594,997052,1011487,1025655,1039757,1054109,1069199,1085308,1102562,1120610,1138673,1155701,1170935,1184053,1195243,1204890,1213625,1221904,1229906,1237486,1244410,1250316,1255001,1258365,1260677,1262544,1264781,1267980,1272383,1277840,1284052,1290535,1296933,1303141,1309260,1315372,1321624,1328095,1334790,1341579,1348240,1354483,
TUN,1088822,1092876,1096931,1100985,1105040,1109094,1113148,1117203,1121257,1125312,1129366,1134058,1138750,1143442,1148134,1152826,1157519,1162211,1166903,1171595,1176287,1181813,1187340,1192866,1198392,1203918,1209445,1214971,1220497,1226024,1231550,1238208,1244865,1251523,1258181,1264838,1271496,1278154,1284812,1291469,1298127,1306388,1314650,1322911,1331173,1339434,1347695,1355957,1364218,1372480,1380741,1391422,1402102,1412783,1423464,1434144,1444825,1455506,1466187,1476867,1487548,1502215,1516882,1531550,1546217,1560884,1575551,1590218,1604886,1619553,1634220,1656434,1678648,1700862,1723076,1745290,1767504,1789718,1811932,1834146,1856360,1896972,1937584,1978195,2018807,2059419,2100031,2140643,2181254,2221866,2262478,2389191,2515904,2642617,2769330,2896044,3022757,3149470,3276183,3402896,3529609,3598718,3667828,3736937,3806046,3875156,3922206,3969256,4016306,4063356,4110407,4184415,4254408,4341673,4434885,4531509,4640952,4751089,4857477,4958833,5060393,5172692,5287548,5405354,5526768,5652478,5781793,5915006,6054914,6205210,6368169,6545025,6733958,6930390,7127943,7321877,7509750,7692246,7871460,8050936,8232797,8417689,8603226,8784888,8956590,9113972,9256036,9384151,9499387,9603733,9699192,9785665,9864207,9939478,10017439,10102477,10196441,10298717,10408091,10522214,10639194,10758870,10881450,11005706,11130154,
TUR,11188102,11226682,11265261,11303841,11342420,11381000,11419580,11458159,11496739,11535318,11573898,11613807,11653715,11693624,11733532,11773441,11813350,11853258,11893167,11933075,11972984,11999235,12025485,12051736,12077986,12104237,12130488,12156738,12182989,12209239,12235490,12260462,12285433,12310405,12335376,12360348,12385320,12410291,12435263,12460234,12485206,12510684,12536162,12561639,12587117,12612595,12638073,12663551,12689028,12714506,12739984,12765989,12791994,12817999,12844004,12870008,12896013,12922018,12948023,12974028,13000033,13128662,13257291,13385921,13514550,13643179,13771808,13900437,14029067,14157696,14286325,14445055,14603785,14762516,14921246,15079976,15238706,15397436,15556167,15714897,15873627,16184032,16494438,16804844,17115249,17425654,17736060,18046466,18356871,18667276,18977682,19228312,19478942,19729572,19980202,20230832,20292471,20354109,20415748,20477387,20539025,21071613,21622335,22200766,22816598,23478574,24191184,24962838,25774567,26601235,27438787,28229221,28967011,29667662,30365994,31069398,31776382,32489707,33222369,33988201,34772031,35608079,36475356,37366922,38272701,39185637,40100696,41020211,41953105,42912350,43905790,44936836,45997940,47072603,48138191,49178079,50187091,51168841,52126497,53066569,53994605,54909508,55811134,56707454,57608769,58522320,59451488,60394104,61344874,62295617,63240157,64182694,65125766,66060121,66973561,67860617,68704721,69515492,70344357,71261307,72310416,73517002,74849187,76223639,77523788,
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104,6242,6391,6542,6687,6819,6935,7037,7128,7213,7296,7379,7459,7538,7613,7685,7752,7816,7883,7959,8051,8160,8284,8413,8537,8648,8741,8821,8889,8949,9004,9056,9103,9148,9188,9227,9264,9298,9334,9374,9419,9471,9530,9590,9646,9694,9732,9764,9788,9808,9827,9844,9860,9876,9893,9916
